 0.00000000e+00  6.22704117e-01 
 2.00000000e-13  6.22704117e-01 
 4.00000000e-13  6.22704117e-01 
 8.00000000e-13  6.22704117e-01 
 1.60000000e-12  6.22704117e-01 
 3.20000000e-12  6.22704117e-01 
 6.40000000e-12  6.22704117e-01 
 1.28000000e-11  6.22704117e-01 
 2.56000000e-11  6.22704117e-01 
 4.56000000e-11  6.22704117e-01 
 6.56000000e-11  6.22704117e-01 
 8.56000000e-11  6.22704117e-01 
 1.05600000e-10  6.22704117e-01 
 1.25600000e-10  6.22704117e-01 
 1.45600000e-10  6.22704117e-01 
 1.65600000e-10  6.22704117e-01 
 1.85600000e-10  6.22704117e-01 
 2.05600000e-10  6.22704117e-01 
 2.25600000e-10  6.22704117e-01 
 2.45600000e-10  6.22704117e-01 
 2.65600000e-10  6.22704117e-01 
 2.85600000e-10  6.22704117e-01 
 3.05600000e-10  6.22704117e-01 
 3.25600000e-10  6.22704117e-01 
 3.45600000e-10  6.22704117e-01 
 3.65600000e-10  6.22704118e-01 
 3.85600000e-10  6.22704118e-01 
 4.05600000e-10  6.22704120e-01 
 4.25600000e-10  6.22704121e-01 
 4.45600000e-10  6.22704123e-01 
 4.65600000e-10  6.22704126e-01 
 4.85600000e-10  6.22704130e-01 
 5.05600000e-10  6.22704134e-01 
 5.25600000e-10  6.22704138e-01 
 5.45600000e-10  6.22704142e-01 
 5.65600000e-10  6.22704145e-01 
 5.85600000e-10  6.22704145e-01 
 6.05600000e-10  6.22704141e-01 
 6.25600000e-10  6.22704129e-01 
 6.45600000e-10  6.22704108e-01 
 6.65600000e-10  6.22704071e-01 
 6.85600000e-10  6.22704013e-01 
 7.05600000e-10  6.22703931e-01 
 7.25600000e-10  6.22703817e-01 
 7.45600000e-10  6.22703668e-01 
 7.65600000e-10  6.22703483e-01 
 7.85600000e-10  6.22703265e-01 
 8.05600000e-10  6.22703028e-01 
 8.25600000e-10  6.22702797e-01 
 8.45600000e-10  6.22702615e-01 
 8.65600000e-10  6.22702552e-01 
 8.85600000e-10  6.22702708e-01 
 9.05600000e-10  6.22703225e-01 
 9.25600000e-10  6.22704287e-01 
 9.45600000e-10  6.22706126e-01 
 9.65600000e-10  6.22709021e-01 
 9.85600000e-10  6.22713278e-01 
 1.00560000e-09  6.22719205e-01 
 1.02560000e-09  6.22727059e-01 
 1.04560000e-09  6.22736962e-01 
